row_id,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,is_anomaly
row-0062,1.69111929,1.42413545,-3.98623194,-1.55071107,0.36710402,-0.86771093,0.44812580,0.14159257,0
row-0063,1.37425430,1.30628787,0.77537047,-1.20268985,1.43927903,0.29539531,-1.76074524,-1.55079649,0
row-0064,0.21157106,1.62258556,0.32152522,-1.40943937,0.49305997,0.52043744,-0.53899519,1.03388133,0
row-0065,-0.92276375,-0.20778016,-0.04895428,-0.54215789,0.72984517,-0.02990004,1.13353524,-0.65700990,0
row-0066,-2.12478215,-0.75838911,0.02514047,2.07709926,-2.04451201,-1.02394018,-0.13753927,-0.20076268,0
row-0067,0.23426177,-0.00611538,0.12150767,1.34332572,-0.29101298,-0.10653156,-0.80272389,1.19056491,0
row-0068,-0.27370821,-0.96545357,-0.61589193,-0.19656843,0.60642073,-0.72159215,-0.17529390,0.30460860,0
row-0069,2.46585326,2.24374761,0.08600184,0.36542411,-1.06357990,0.61547390,-0.58631795,0.49493605,0
row-0070,0.07039322,-1.05281712,0.42677531,-1.83373005,-0.41758243,0.92254291,0.30963109,-0.22450089,0
row-0071,2.29204008,1.55110095,-1.93688859,-0.48024924,-0.05914246,0.66992041,0.70905323,-0.46874604,1
row-0072,0.30016869,1.01141679,1.39227834,-0.03285315,-1.67524892,1.32484420,-0.78980116,-0.28790618,0
row-0073,-0.91884409,0.20480406,0.22735277,1.09647381,-0.51036319,-0.69071623,-1.31637130,1.59847345,0
row-0074,-1.47456175,-1.52480342,-0.95437975,-0.28781977,0.60932826,-0.11781936,0.28232137,1.08030127,0
row-0075,-0.29242747,-0.73860044,-0.89634034,-0.80386965,-0.18515194,0.63443511,0.16263585,1.28860814,0
row-0076,0.98223530,0.87465102,-0.36417867,0.09710859,-1.15406190,-0.27129033,-1.61784700,-1.57563814,0
row-0077,0.14920535,0.71687785,-0.86970697,-0.18388505,2.33896048,-1.95073893,1.17466101,-0.32343905,0
row-0078,-0.04115509,0.27673302,-0.42005710,0.54345647,0.02181015,-0.25563479,-0.27463975,0.40929020,0
row-0079,0.31626960,0.49612087,-1.94794185,-1.77463385,1.25241795,-0.76476353,1.22665581,0.12164597,0
row-0080,1.16693014,0.55052857,-1.88897788,0.03011928,0.94993156,-0.34149102,-1.00480545,0.58402033,1
row-0081,0.56333935,-0.76309410,0.20298562,1.38845029,-0.01421437,0.93545476,0.11304449,-0.38968348,0
row-0082,0.86210421,0.81663033,1.16266998,-0.57958530,1.78474773,2.70607100,1.50136386,-0.14929308,0
row-0083,-0.80955069,0.40192763,-1.44509351,0.21374642,-0.12130201,-0.39736253,0.81130863,-1.18849938,0
row-0084,0.45569999,1.15208082,0.29051423,0.63133919,-0.35147397,1.24927083,-0.89246990,-0.72625883,0
row-0085,0.68820316,-0.92345358,-0.09913234,1.22878965,-0.34318459,-0.52683247,0.10481317,-0.14345088,0
row-0086,0.55187346,0.90082508,-1.91634790,0.76055296,-0.36447788,-1.19027094,-0.50585190,0.87945092,0
row-0087,-1.93367910,-1.10170583,0.48448367,-1.76439356,-0.15040896,-0.37513360,-0.02629815,-0.92096397,0
row-0088,0.90815707,1.62665357,0.39226311,-1.01569788,-0.88266769,0.87201918,-0.17248431,-1.16418384,0
row-0089,-1.81982518,-0.69413267,-0.35558917,-0.31737860,0.52169603,1.22106866,-1.25434016,1.17682584,0
row-0090,0.32982740,0.55898058,0.49296524,-1.27599453,1.19823873,0.56224607,0.81928808,-0.28076287,0
row-0091,1.09821108,-0.14503438,-0.13179036,-0.46324022,0.90614325,0.55369856,-1.12260592,-0.42005149,0
row-0092,0.54166717,-1.02892151,-0.66807466,0.42865160,-1.94995344,1.03044328,0.08005940,0.29278505,0
row-0093,-3.77044649,-2.25244682,0.85064328,1.21222359,-0.24094040,-0.55982732,-0.09375949,0.78502896,0
row-0094,0.72807141,0.12047100,0.73229600,0.19293321,-0.92675209,1.50050072,-0.54851066,-1.38433311,0
row-0095,-0.35408950,0.16676995,1.08477360,0.04266360,0.53216877,-0.82006893,0.69805360,-0.82045992,0
row-0096,-1.09849318,-1.96440761,-0.35696266,-0.42369623,1.29196908,-0.38484757,-1.07514660,0.44261847,0
row-0097,0.39113244,2.11193748,-2.38765015,-1.94297733,0.17722130,-0.87023296,-0.33222796,1.72393043,0
row-0098,-0.22924878,-0.00794132,4.35962795,0.72812245,1.54550391,1.58887595,0.27130040,0.64240714,0
row-0099,0.17705902,-1.97088849,2.05630566,0.81686875,0.41754326,-1.43565705,0.54478847,0.65166333,0
row-0100,0.42416033,-0.86836288,0.50187436,-1.28137966,0.42466868,-1.07497106,-0.61086330,1.78985908,0
row-0101,-1.11221413,-0.51896061,2.14394352,-0.30650362,0.51211466,-1.24082877,0.41335177,-0.24655918,0
row-0102,1.12510106,0.70261763,1.30228851,-1.32719061,-0.55679068,-1.57688061,-2.07955023,-0.87493514,0
row-0103,1.82314124,1.36945955,-0.45806456,1.63199571,-1.42540372,-0.54367117,0.17523304,0.95209518,0
row-0104,-1.20797544,-1.23673699,0.14881426,1.14815711,-0.01657388,-0.63376392,2.15952223,1.61874400,0
row-0105,0.88275620,-0.23988064,-1.54799765,1.46041275,-0.91725603,-0.12240990,1.30838540,0.92106048,0
row-0106,-0.27407361,1.26400546,0.65828856,0.90750758,0.12965265,1.38707160,1.13816059,1.48586773,0
row-0107,-0.39560580,0.25782413,-0.83996999,1.22071016,-1.93731662,0.42224357,-0.44038465,-0.46754902,1
row-0108,-1.18048760,-0.55037239,-1.99598008,-1.00682447,0.33011203,0.69515877,0.01944202,-0.27633863,0
row-0109,1.81578287,-0.18331922,-0.34988538,-1.18126115,-0.44062993,0.49480441,1.12448614,0.97832089,0
row-0110,-2.46518873,-2.20057972,2.30274546,-0.38448224,0.30785386,-0.66153079,0.88704070,0.69997875,0
row-0111,1.84794742,-1.20212751,-2.04734302,-0.80152120,-0.28548048,0.68089803,0.71728255,0.64815103,0
row-0112,1.20275842,-0.63712004,-1.13205596,-1.02243835,0.53692960,-2.18132310,-0.52193961,0.55925845,0
row-0113,0.04875869,0.53341740,0.94365311,1.77288692,-1.46532575,-1.36584523,1.09906458,-0.34309710,0
row-0114,1.02744943,-1.11464045,-0.77031549,-0.97887485,0.62870722,-0.26845579,-1.04946283,0.64136700,0
row-0115,1.27091462,0.10751870,0.20837225,0.14558766,-0.41913602,1.69095265,-1.57659267,-0.68991628,0
row-0116,0.08110197,-0.67042887,-0.41056472,-2.65379081,-1.02017063,-1.62322326,-0.43906193,0.06778715,1
row-0117,-0.92201967,0.27789881,0.39765754,-1.45063516,0.03161573,2.03834329,0.76496019,0.15706471,0
row-0118,0.03275946,0.52468076,-0.54990420,0.26023470,-0.63514892,-0.11885498,-1.52402674,0.88200174,0
row-0119,-1.98591669,-0.13278491,0.96390207,-1.78898807,0.44351782,-1.22130172,-1.32030484,-0.27152610,0
row-0120,3.18041121,0.60952695,0.70142117,1.14863413,-0.35417714,1.48769880,-1.07866023,1.09667627,0
row-0121,1.03046154,1.06164127,-0.90112057,1.43921995,-0.16033362,-0.50893293,0.53497731,0.70092836,0
row-0122,1.47404539,-0.41192971,0.36549409,-0.94686731,-1.03930701,-0.28051714,0.27991033,0.47338257,0
row-0123,-2.66788532,-0.19723606,0.05519469,-1.92608872,-1.11060060,0.32496364,-1.75444959,-0.99278136,0
row-0124,-0.01822670,1.57523133,-0.39858296,-0.63351369,-1.84236734,0.28506094,-0.96581168,1.82929870,0
row-0125,-1.03322018,-0.23059285,-0.10449832,1.23106551,1.33379235,1.43101455,0.50514689,-2.05824663,0
row-0126,-0.20575126,-1.31964518,-1.50351836,2.29065176,0.23515168,0.60348882,0.92483465,1.05527117,0
row-0127,1.58887499,-0.09719890,0.71541902,-0.57193543,1.44122277,-1.45170411,0.78748975,0.52325437,0
row-0128,3.08286879,1.58042044,-1.55584627,-0.83347004,-1.34210993,0.03480888,-1.05845621,0.37582249,1
row-0129,0.31132633,0.56200272,-1.22883732,-0.67214381,-0.11973753,0.04305134,-0.28119050,0.42183956,0
row-0130,0.09573939,-0.02556744,-0.38098933,1.53305593,0.96389252,0.76296462,0.57812644,-0.29916599,0
row-0131,1.52805028,-1.22307224,-1.50946293,-1.16804079,1.17013808,0.53642732,-0.46059800,-0.38259856,0
row-0132,0.00667997,-0.31217929,-2.26597765,-0.80588322,-0.72022303,0.43534305,2.08533945,0.32677084,0
row-0133,0.30761385,-0.64687279,-1.95566199,0.75961416,0.02000620,1.43831089,0.01561168,1.35548489,0
row-0134,-0.75168404,0.11425941,-0.01876347,1.16997921,-1.67430903,0.37758480,1.31337311,0.37495282,0
row-0135,0.12711044,-0.74396644,-0.24099588,-0.71188258,-0.55989222,0.48810157,-0.24820255,-0.29277024,0
row-0136,0.04405062,-0.47719050,0.67549447,-1.44805195,1.24720318,-1.10507950,0.59973772,0.52638001,0
row-0137,1.28934069,0.66790509,-0.65553007,-0.08696290,0.48314680,2.20988033,0.95550678,-0.31924830,0
row-0138,0.79454090,-0.13859449,-0.96853328,-1.16920004,0.82417287,-0.55959796,-0.13492545,0.35105766,0
row-0139,3.23771377,-0.27250199,-0.17865503,1.03690237,-1.65319095,-0.87722211,-0.84498642,-1.16056153,1
row-0140,0.35176244,0.42988455,-0.03633889,0.07885388,2.27253480,1.02694063,0.91674603,1.39346349,0
row-0141,0.24738538,-0.16929514,0.34475554,0.04318802,1.16834533,0.08346554,-0.68898462,0.99080795,0
row-0142,-0.18091691,-0.91505316,1.14952083,1.13785711,-1.16009219,1.58180924,1.44948242,-0.53923134,0
row-0143,0.33235054,0.52151086,1.07118517,-0.21941531,-1.19543132,0.02894171,1.86172726,0.67607115,0
row-0144,1.92216611,1.38891168,-3.07774034,0.07281089,-0.63985728,-0.00415245,-0.07159873,0.09923515,1
row-0145,0.56194377,0.18565241,0.66680776,-0.30175199,0.26005547,-0.06617531,0.51831978,-1.49499733,0
row-0146,-0.84189756,-0.25447435,2.64641424,-0.79557057,1.69246356,-0.45419942,-0.21910858,-0.15242363,0
row-0147,-0.14006260,0.98320783,1.21324008,0.28808757,1.43542683,-1.39995067,0.12705825,-0.85323333,0
row-0148,1.37387336,0.09786010,0.19709372,0.35288214,-1.60198705,0.04464322,0.95739482,3.44217865,0
row-0149,-0.41786350,-2.03300791,-1.57040984,-0.51418519,1.35770752,1.88277771,1.23484699,0.18692263,0
row-0150,-1.87975662,0.19459638,0.56492679,0.05448403,-0.97011462,-0.06413199,-0.85487537,0.79374083,0
row-0151,1.07030379,3.15182759,-0.77167427,-0.09508540,-0.05582438,0.29439724,0.22447565,1.91958013,0
row-0152,-0.98808922,-2.87528316,1.37941199,-1.03708391,-0.57669843,-0.65175176,-0.76034857,-0.30048908,0
row-0153,0.84670849,0.28677061,-1.08270002,2.18450619,0.69319807,-0.44776584,0.43740257,-0.77361228,1
row-0154,-0.53754862,0.01898138,0.14214695,0.06064606,-0.47653204,0.86066536,0.67331590,-0.19863708,0
row-0155,-0.34253884,1.66010324,-1.40508638,0.33196687,0.26136568,-0.34818757,0.30154709,-0.79655411,0
row-0156,-1.36065867,0.16239183,2.30658245,0.93972067,1.26517659,0.98483943,-0.19814917,0.80309669,0
row-0157,0.45270482,-0.38052095,1.93552928,-0.58219502,-1.18663291,-0.43526440,0.38391872,0.25994326,0
row-0158,-0.22898325,1.71032649,0.65517832,0.11512665,0.65450056,-1.23513437,0.89049731,0.38718415,0
row-0159,-1.59593568,-1.26250482,3.43684075,1.55455781,0.46466052,1.36416029,0.15991163,-0.40914914,0
row-0160,-0.07344417,2.44566104,1.30663976,2.15703527,0.71043099,-1.46602802,0.65467181,-0.98200011,0
row-0161,-0.60403171,0.43236517,0.72778458,-0.43689399,-0.53496456,0.18876745,-1.04432728,-0.91033064,0
row-0162,-1.41141984,0.35100818,-0.49024005,0.83722712,0.51465793,-1.25381721,0.69716262,0.22122339,0
row-0163,0.21482154,-0.55331337,1.43397067,0.12018845,-0.26076301,-1.11294306,0.18020077,-0.90045582,0
row-0164,-1.07192071,-0.59436009,0.65424377,-0.19987673,-0.13975714,0.30224323,-0.75382331,0.40695580,0
row-0165,-1.67454300,0.29630114,0.59702981,0.58630151,0.01000258,0.74283889,-1.73055214,-0.37189059,0
row-0166,-1.40842995,1.14301526,-0.39495792,0.98580226,-0.10780152,2.83702699,-1.22333326,0.33884413,0
row-0167,1.39315595,2.82113028,-1.88057669,1.33760799,-0.46841710,-0.89145984,-0.50439179,-0.22831937,1
row-0168,1.34933879,2.24601826,-3.61301721,-0.59972691,-0.16254725,0.33039330,0.08033931,-0.16108432,0
row-0169,-0.78658497,0.04003882,-1.44269190,-1.19108018,-0.33744398,0.52616308,0.65122432,-1.90502117,0
row-0170,0.68126031,0.21316832,-0.84665070,0.93737735,0.78464274,-0.25642934,0.29126811,-0.41510749,0
row-0171,-1.99606379,-1.45554421,-0.61569452,2.45000150,-0.11858966,-1.06509168,-0.74079659,-0.88710722,0
row-0172,0.42896603,-2.39229360,-0.55520605,-0.70975328,-0.61557197,-0.92904149,-1.58296852,-1.17496284,0
row-0173,0.99650326,1.38946459,1.14856237,0.01757799,-1.74977272,-0.86177366,0.16896945,-1.28363370,0
row-0174,0.95985592,0.75012770,-1.59144410,-0.29969508,-0.36063647,-0.89665149,0.02149684,0.81480830,0
row-0175,-0.01775857,1.59193708,1.77118111,-0.42691037,-0.77858260,-1.41675456,-0.07768191,0.12995236,0
row-0176,1.50134067,-0.76838353,1.36905885,-0.05806376,-0.30873759,-0.96558438,0.39484902,0.51879233,0
row-0177,1.40818228,-0.00319641,-1.91171432,1.32561486,0.31653594,-1.27497762,0.03701969,-0.71408572,0
row-0178,-1.30366460,-0.99903800,0.90047215,-0.03286035,0.46922169,-1.14105178,1.75364952,0.20968781,0
row-0179,2.27038036,-0.75342972,-1.84440841,2.47225235,1.22306446,-0.97073048,-1.32272100,0.60904389,0
row-0180,-1.33343467,0.26291361,0.74255754,1.01282641,-0.16434266,-2.14896265,-0.76016357,-1.42360756,0
row-0181,-0.46554949,0.17260089,-0.90320386,0.78727370,-0.33426166,0.01903121,0.42814757,0.01026635,0
row-0182,-0.31207867,-0.00916779,-0.25237826,0.38098944,1.37408982,1.12106856,-0.16273159,1.31124758,0
row-0183,-0.40197151,1.19979373,-0.73014046,1.42670926,-0.73235550,0.62527492,-0.47246050,0.43566467,0
row-0184,2.50778257,1.43887879,0.94585605,-0.22643980,-0.42485812,-0.14884466,-0.42573722,-0.89400569,1
row-0185,-2.66304694,-0.24272908,0.84601915,0.35121130,-0.92271838,0.79203387,1.48890510,-0.32664951,0
row-0186,0.82046514,0.91675980,0.32255226,-1.54840827,1.20411999,1.27053316,0.28172294,-1.29460703,0
row-0187,0.28383522,-0.15719918,1.20917946,-0.34226546,0.57413078,-0.19029663,0.15519378,0.63568811,0
row-0188,0.46984491,-0.00128166,-0.86931486,0.24909167,-0.50794199,-0.72588968,-0.49363192,-0.26019610,0
row-0189,-0.97931852,-0.59434345,-1.15504326,-0.63319351,-2.21492398,-0.27540224,1.54795870,0.12049415,0
row-0190,-2.17127999,-0.60803961,1.15036037,-1.20798934,-0.53717010,0.44836375,-0.10071921,1.36981723,0
row-0191,1.40713511,-1.21004859,1.11011284,-1.40258386,-0.12937722,1.45273974,-1.01799981,-0.49493713,0
row-0192,1.14949388,-0.77914777,-1.36303571,-0.81844472,0.58122650,1.10957046,-1.05571618,1.08155479,0
row-0193,0.26175201,1.20101147,-1.19798989,1.51267942,-0.71886001,1.78446229,0.95563386,-1.18160480,0
row-0194,0.61584686,-0.01863080,1.37031775,0.13232302,-0.86969597,-0.18101836,-1.35087591,0.91421383,0
row-0195,1.23071303,-0.12707059,-1.60704140,0.11752386,-0.23886187,0.24215562,0.09496143,-0.35597750,0
row-0196,0.25678268,0.92850261,-1.81358070,-0.26118318,-0.45837687,0.47387846,-0.47280448,0.24253043,1
row-0197,0.76542625,0.35960348,0.28550468,0.90997784,-0.98041567,0.22420937,1.33881749,-0.70270162,0
row-0198,0.92635463,-2.35697734,0.89974567,-1.24996571,0.20133943,-1.06435068,1.58215221,-0.10252962,0
row-0199,3.28163789,2.31963798,0.48683746,0.90191754,-0.07058145,-0.68239185,0.12786648,0.70265484,1
row-0200,1.43905586,-1.71994996,-0.37833494,1.48199326,-0.31041963,-0.52573607,0.08632820,0.83365508,0
row-0201,1.75987997,2.46464103,0.83149971,-0.55361371,-0.20269003,-0.77661353,1.54706016,-1.19252104,0
row-0202,-0.54443089,-0.86520666,1.60224647,-0.94531715,-0.92890203,3.86079780,0.17836495,1.87018992,0
row-0203,-1.33232229,-0.78535007,-0.14072880,1.48686468,-0.89947487,0.10366187,-0.14688995,0.87459402,0
row-0204,0.83460762,1.21493169,-0.34978171,0.45584165,1.11754270,0.02082080,0.34127211,1.13789862,0
row-0205,-1.96596501,-0.49923398,0.87116859,0.17491148,-0.83704242,0.01381832,0.84907280,-0.56224134,0
row-0206,-1.09869247,1.76195911,-0.01163947,-0.87345888,1.31764593,-0.55554035,-1.31351831,-2.34923706,0
row-0207,-0.03833903,0.90876274,0.59551293,1.28295594,-0.77882907,-0.29848570,-1.61592130,0.30004428,0
row-0208,-1.14681713,1.92804212,-1.29161346,1.17717055,-0.85989330,0.12332048,0.70019010,0.72186681,0
row-0209,-0.20711030,-1.15761282,-0.67728806,-0.57173594,0.24529380,0.22399446,-0.87519103,-0.98515651,0
row-0210,-1.40392254,-0.40216364,0.93282007,-0.51821651,-1.11391639,-1.72912681,1.05055642,1.82256397,0
row-0211,1.31694018,4.23987894,1.25938656,-1.83204193,1.23818738,1.56000406,0.17395853,0.37184201,0
row-0212,0.45538688,-1.15450239,1.07934423,-0.65460779,0.20339689,0.19314077,-1.29616988,0.95430649,0
row-0213,1.54494569,0.51280714,-1.80141909,0.42856584,-1.02783008,0.49136975,1.23486570,0.03623772,0
row-0214,-2.11948210,1.10143192,-1.01269714,-0.18654681,-0.03684308,1.62596472,0.04213950,0.30415772,0
row-0215,1.89165225,1.84769197,-1.95243570,-0.01792111,0.28054862,0.12200539,1.04599027,-0.35106343,0
row-0216,-1.32498524,-2.23942081,1.28292354,2.22357773,2.48381078,-1.66221701,0.10270439,1.11057343,0
row-0217,1.93072664,1.13052889,-0.42572667,2.85780738,0.05082509,0.20428088,-0.51248733,-0.01492451,0
row-0218,-1.71867538,-1.31259845,1.32538955,0.18597360,-1.38461154,-0.26049495,-0.17446956,1.47970981,0
row-0219,1.54998605,0.98446852,-1.12823221,0.17607924,-0.02676612,1.55554585,0.41994918,1.46243362,0
row-0220,1.08922604,1.70661450,0.26862533,-1.11345337,-1.08305835,-1.86727122,1.04455495,-1.38308260,0
row-0221,-0.36909495,1.64523729,-1.45690551,0.01946765,0.32982856,-1.85818142,0.92792999,-0.15822896,0
row-0222,-0.26055161,-2.44573686,-0.47028141,-0.43338762,-1.05952035,0.01557146,0.15943737,0.41007904,0
row-0223,-0.52557880,-0.34479087,1.68882984,-0.54311903,1.42862733,0.72846721,1.18813357,-0.80986462,0
row-0224,-2.09653472,-1.88369201,1.67642263,0.78714313,-1.87765360,0.56627290,-0.75669026,-0.46790953,0
row-0225,0.14866772,0.63839569,0.59039159,-0.08867441,0.93129653,1.10289931,-1.00612118,1.86717231,0
row-0226,0.59410244,0.42888898,-1.43576020,-0.27048940,0.41052764,-0.89445905,0.64771638,0.78482707,0
row-0227,-2.09135127,-0.77696217,1.15837537,-0.39627523,1.08349643,1.19092103,1.91588621,-0.22286504,0
row-0228,2.75085742,-0.06478499,-0.71985737,-1.27230904,0.52081066,0.25052524,-1.35182565,1.33799305,0
row-0229,-1.79010167,-3.18286041,-0.48330185,0.12280504,0.82013463,-0.69962448,1.34485838,0.56535338,0
row-0230,2.12479226,-0.22456151,-1.28567309,-0.11682278,-0.70250914,1.95409526,-0.55759326,-1.51579802,0
row-0231,-0.77107018,-0.84836699,-0.09301356,-1.13454170,-0.73899816,-1.22678523,1.11278944,1.50470541,0
row-0232,0.42457652,3.07874899,-0.34875451,-1.12495562,-0.03936935,-0.60113817,0.01573532,0.00790048,0
row-0233,-1.17398178,0.08983862,-0.95010600,-0.05504122,-1.33284009,1.27326544,0.95356447,0.51513911,0
row-0234,-0.52747185,-1.14101210,0.20173109,1.64155948,-0.20035233,1.01011137,0.11324656,1.23029400,0
row-0235,0.89170981,-1.37660068,1.38447976,-0.32673601,0.99108998,-0.81873839,-0.62274368,-0.91135446,0
